averageCqiDl:vector,servingRSRP:vector,servingRSRQ:vector,servingSINR:vector
9.0,-70.519027309371,-92.73751480554,26.980972690629
9.0,-70.519027309371,-92.73751480554,26.980972690629
9.0,-70.519027309371,-92.73751480554,26.980972690629
9.0,-70.582277155252,-92.80076465142,26.917722844748
9.0,-70.582277155252,-92.80076465142,26.917722844748
9.0,-70.582277155252,-92.80076465142,26.917722844748
9.0,-70.582277155252,-92.80076465142,26.917722844748
9.0,-70.582277155252,-92.80076465142,26.917722844748
9.0,-66.750984286979,-88.969471783147,30.749015713021
9.0,-70.64571616704,-92.864203663208,26.85428383296
9.0,-70.64571616704,-92.864203663208,26.85428383296
9.0,-70.64571616704,-92.864203663208,26.85428383296
9.0,-70.64571616704,-92.864203663208,26.85428383296
9.0,-66.046312029887,-88.264799526055,31.453687970113
9.0,-70.709335414391,-92.927822910559,26.790664585609
9.0,-70.709335414391,-92.927822910559,26.790664585609
9.0,-70.709335414391,-92.927822910559,26.790664585609
9.0,-70.709335414391,-92.927822910559,26.790664585609
9.0,-71.121705179347,-93.340192675515,26.378294820653
9.0,-70.773126137018,-92.991613633186,26.726873862982
9.0,-70.773126137018,-92.991613633186,26.726873862982
9.0,-70.773126137018,-92.991613633186,26.726873862982
9.0,-70.773126137018,-92.991613633186,26.726873862982
9.0,-66.374549537424,-88.593037033592,31.125450462576
9.0,-70.837079743882,-93.05556724005,26.662920256118
9.0,-70.837079743882,-93.05556724005,26.662920256118
9.0,-70.837079743882,-93.05556724005,26.662920256118
9.0,-70.837079743882,-93.05556724005,26.662920256118
9.0,-67.06257228634,-89.281059782508,30.43742771366
9.0,-70.901187812267,-93.119675308435,26.598812187733
9.0,-70.901187812267,-93.119675308435,26.598812187733
9.0,-70.901187812267,-93.119675308435,26.598812187733
9.0,-70.901187812267,-93.119675308435,26.598812187733
9.0,-68.31716120484,-90.535648701008,29.18283879516
9.0,-70.96544208675,-93.183929582919,26.53455791325
9.0,-70.96544208675,-93.183929582919,26.53455791325
9.0,-70.96544208675,-93.183929582919,26.53455791325
9.0,-70.96544208675,-93.183929582919,26.53455791325
9.0,-69.420622142286,-91.639109638454,28.079377857714
9.0,-71.029834478054,-93.248321974222,26.470165521946
9.0,-71.029834478054,-93.248321974222,26.470165521946
9.0,-71.029834478054,-93.248321974222,26.470165521946
9.0,-71.029834478054,-93.248321974222,26.470165521946
9.0,-68.970681905889,-91.189169402057,28.529318094111
9.0,-71.094357061809,-93.312844557977,26.405642938191
9.0,-71.094357061809,-93.312844557977,26.405642938191
9.0,-71.094357061809,-93.312844557977,26.405642938191
9.0,-71.094357061809,-93.312844557977,26.405642938191
9.0,-68.88865239566,-91.107139891828,28.61134760434
9.0,-71.159002077224,-93.377489573392,26.340997922776
9.0,-71.159002077224,-93.377489573392,26.340997922776
9.0,-71.159002077224,-93.377489573392,26.340997922776
14.0,-54.045812087702,-76.264299583871,43.454187912298
14.0,-56.181736494567,-78.400223990735,41.318263505433
14.0,-56.181736494567,-78.400223990735,41.318263505433
14.0,-56.181736494567,-78.400223990735,41.318263505433
14.0,-56.70710128241,-78.925588778579,40.79289871759
14.0,-56.246796849014,-78.465284345183,41.253203150986
14.0,-56.246796849014,-78.465284345183,41.253203150986
14.0,-56.246796849014,-78.465284345183,41.253203150986
14.0,-56.246796849014,-78.465284345183,41.253203150986
14.0,-55.362359612404,-77.580847108573,42.137640387596
14.0,-56.311943232555,-78.530430728723,41.188056767445
14.0,-56.311943232555,-78.530430728723,41.188056767445
14.0,-56.311943232555,-78.530430728723,41.188056767445
14.0,-56.311943232555,-78.530430728723,41.188056767445
14.0,-56.605417084035,-78.823904580203,40.894582915965
14.0,-56.377168833514,-78.595656329683,41.122831166486
14.0,-56.377168833514,-78.595656329683,41.122831166486
14.0,-56.377168833514,-78.595656329683,41.122831166486
14.0,-56.377168833514,-78.595656329683,41.122831166486
12.0,-55.813011833898,-78.031499330066,41.686988166102
14.0,-56.442466992401,-78.660954488569,41.057533007599
14.0,-56.442466992401,-78.660954488569,41.057533007599
14.0,-56.442466992401,-78.660954488569,41.057533007599
14.0,-56.442466992401,-78.660954488569,41.057533007599
14.0,-56.564653277004,-78.783140773172,40.935346722996
14.0,-56.507831200046,-78.726318696214,40.992168799954
14.0,-56.507831200046,-78.726318696214,40.992168799954
14.0,-56.507831200046,-78.726318696214,40.992168799954
14.0,-56.507831200046,-78.726318696214,40.992168799954
12.0,-53.182023827852,-75.400511324021,44.317976172148
14.0,-56.573255095702,-78.79174259187,40.926744904298
14.0,-56.573255095702,-78.79174259187,40.926744904298
14.0,-56.573255095702,-78.79174259187,40.926744904298
14.0,-56.573255095702,-78.79174259187,40.926744904298
14.0,-50.998438903474,-73.216926399642,46.501561096526
13.0,-56.375496647669,-78.593984143837,41.124503352331
13.0,-57.556782526308,-79.775270022476,39.943217473692
13.0,-60.243817438898,-82.462304935066,37.256182561102
13.0,-60.243817438898,-82.462304935066,37.256182561102
13.0,-60.243817438898,-82.462304935066,37.256182561102
13.0,-60.243817438898,-82.462304935066,37.256182561102
13.0,-56.789288311767,-79.007775807935,40.710711688233
13.0,-60.308146918893,-82.526634415061,37.191853081107
13.0,-60.308146918893,-82.526634415061,37.191853081107
13.0,-60.308146918893,-82.526634415061,37.191853081107
13.0,-60.308146918893,-82.526634415061,37.191853081107
13.0,-56.716030011244,-78.934517507412,40.783969988756
13.0,-60.372384060179,-82.590871556347,37.127615939821
13.0,-60.372384060179,-82.590871556347,37.127615939821
13.0,-60.372384060179,-82.590871556347,37.127615939821
13.0,-60.372384060179,-82.590871556347,37.127615939821
13.0,-57.539838623069,-79.758326119237,39.960161376931
13.0,-60.436526700269,-82.655014196437,37.063473299731
13.0,-60.436526700269,-82.655014196437,37.063473299731
13.0,-60.436526700269,-82.655014196437,37.063473299731
13.0,-60.436526700269,-82.655014196437,37.063473299731
13.0,-61.356554948374,-83.575042444543,36.143445051626
13.0,-60.500572746506,-82.719060242675,36.999427253494
13.0,-60.500572746506,-82.719060242675,36.999427253494
13.0,-60.500572746506,-82.719060242675,36.999427253494
13.0,-60.500572746506,-82.719060242675,36.999427253494
13.0,-55.685076718475,-77.903564214643,41.814923281525
13.0,-60.564520174479,-82.783007670647,36.935479825521
13.0,-60.564520174479,-82.783007670647,36.935479825521
13.0,-60.564520174479,-82.783007670647,36.935479825521
13.0,-60.564520174479,-82.783007670647,36.935479825521
13.0,-60.628367026454,-82.846854522622,36.871632973546
13.0,-60.628367026454,-82.846854522622,36.871632973546
13.0,-60.628367026454,-82.846854522622,36.871632973546
13.0,-60.628367026454,-82.846854522622,36.871632973546
13.0,-60.628367026454,-82.846854522622,36.871632973546
13.0,-59.190777929644,-81.409265425812,38.309222070356
13.0,-60.692111409847,-82.910598906015,36.807888590153
13.0,-60.692111409847,-82.910598906015,36.807888590153
13.0,-60.692111409847,-82.910598906015,36.807888590153
13.0,-60.692111409847,-82.910598906015,36.807888590153
10.0,-68.785309734889,-91.003797231057,28.714690265111
9.0,-71.374571683109,-93.593059179277,26.125428316891
9.0,-71.374571683109,-93.593059179277,26.125428316891
